(1000, 128, 1) (1000, 128)
param count: 26177
(128, 1) (128, 1)
(2, 10, 1, 1)
(2, 10, 1, 1)
(2, 10, 1, 1)
(2, 10, 1, 1)
(128, 1) (128, 1)
(2, 10, 1, 1)
(2, 10, 1, 1)
(2, 10, 1, 1)
(2, 10, 1, 1)
epoch=2966, train_loss: 0.001, train_l2: 0.631, test_l2: 0.687
epoch=2967, train_loss: 0.001, train_l2: 0.543, test_l2: 0.429
epoch=2968, train_loss: 0.001, train_l2: 0.653, test_l2: 0.463
epoch=2969, train_loss: 0.000, train_l2: 0.494, test_l2: 0.436
epoch=2970, train_loss: 0.000, train_l2: 0.469, test_l2: 0.479
epoch=2971, train_loss: 0.000, train_l2: 0.436, test_l2: 0.435
epoch=2972, train_loss: 0.000, train_l2: 0.543, test_l2: 0.442
epoch=2973, train_loss: 0.000, train_l2: 0.276, test_l2: 0.424
epoch=2974, train_loss: 0.000, train_l2: 0.338, test_l2: 0.445
epoch=2975, train_loss: 0.001, train_l2: 0.757, test_l2: 0.586
epoch=2976, train_loss: 0.001, train_l2: 0.757, test_l2: 0.688
epoch=2977, train_loss: 0.001, train_l2: 0.555, test_l2: 0.709
epoch=2978, train_loss: 0.000, train_l2: 0.394, test_l2: 0.556
epoch=2979, train_loss: 0.001, train_l2: 0.563, test_l2: 0.518
epoch=2980, train_loss: 0.000, train_l2: 0.311, test_l2: 0.547
epoch=2981, train_loss: 0.000, train_l2: 0.355, test_l2: 0.444
epoch=2982, train_loss: 0.000, train_l2: 0.373, test_l2: 0.403
epoch=2983, train_loss: 0.001, train_l2: 0.550, test_l2: 0.523
epoch=2984, train_loss: 0.000, train_l2: 0.396, test_l2: 0.597
epoch=2985, train_loss: 0.000, train_l2: 0.347, test_l2: 0.378
epoch=2986, train_loss: 0.000, train_l2: 0.393, test_l2: 0.423
epoch=2987, train_loss: 0.000, train_l2: 0.313, test_l2: 0.505
epoch=2988, train_loss: 0.001, train_l2: 0.564, test_l2: 0.440
epoch=2989, train_loss: 0.000, train_l2: 0.366, test_l2: 0.418
epoch=2990, train_loss: 0.000, train_l2: 0.457, test_l2: 0.559
epoch=2991, train_loss: 0.001, train_l2: 0.563, test_l2: 0.391
epoch=2992, train_loss: 0.000, train_l2: 0.480, test_l2: 0.406
epoch=2993, train_loss: 0.002, train_l2: 0.937, test_l2: 0.575
epoch=2994, train_loss: 0.000, train_l2: 0.517, test_l2: 0.447
epoch=2995, train_loss: 0.000, train_l2: 0.366, test_l2: 0.484
epoch=2996, train_loss: 0.000, train_l2: 0.385, test_l2: 0.457
epoch=2997, train_loss: 0.000, train_l2: 0.414, test_l2: 0.414
epoch=2998, train_loss: 0.000, train_l2: 0.379, test_l2: 0.430
epoch=2999, train_loss: 0.000, train_l2: 0.366, test_l2: 0.472
epoch=3000, train_loss: 0.001, train_l2: 0.480, test_l2: 0.438
epoch=3001, train_loss: 0.000, train_l2: 0.391, test_l2: 0.465
epoch=3002, train_loss: 0.000, train_l2: 0.451, test_l2: 0.428
epoch=3003, train_loss: 0.001, train_l2: 0.524, test_l2: 0.472
epoch=3004, train_loss: 0.001, train_l2: 0.496, test_l2: 0.634
epoch=3005, train_loss: 0.001, train_l2: 0.657, test_l2: 0.568
epoch=3006, train_loss: 0.000, train_l2: 0.438, test_l2: 0.469
epoch=3007, train_loss: 0.000, train_l2: 0.424, test_l2: 0.504
epoch=3008, train_loss: 0.000, train_l2: 0.474, test_l2: 0.467
epoch=3009, train_loss: 0.001, train_l2: 0.497, test_l2: 0.595
epoch=3010, train_loss: 0.000, train_l2: 0.426, test_l2: 0.444
epoch=3011, train_loss: 0.000, train_l2: 0.481, test_l2: 0.373
epoch=3012, train_loss: 0.001, train_l2: 0.592, test_l2: 0.560
epoch=3013, train_loss: 0.001, train_l2: 0.535, test_l2: 0.626
epoch=3014, train_loss: 0.001, train_l2: 0.599, test_l2: 0.400
epoch=3015, train_loss: 0.000, train_l2: 0.377, test_l2: 0.380
epoch=3016, train_loss: 0.000, train_l2: 0.257, test_l2: 0.406
epoch=3017, train_loss: 0.000, train_l2: 0.469, test_l2: 0.386
epoch=3018, train_loss: 0.000, train_l2: 0.322, test_l2: 0.307
epoch=3019, train_loss: 0.001, train_l2: 0.674, test_l2: 0.530
epoch=3020, train_loss: 0.000, train_l2: 0.358, test_l2: 0.621
epoch=3021, train_loss: 0.001, train_l2: 0.754, test_l2: 0.397
epoch=3022, train_loss: 0.000, train_l2: 0.438, test_l2: 0.428
epoch=3023, train_loss: 0.001, train_l2: 0.804, test_l2: 0.526
epoch=3024, train_loss: 0.001, train_l2: 0.591, test_l2: 0.418
epoch=3025, train_loss: 0.000, train_l2: 0.443, test_l2: 0.384
epoch=3026, train_loss: 0.001, train_l2: 0.623, test_l2: 0.406
epoch=3027, train_loss: 0.000, train_l2: 0.451, test_l2: 0.394
epoch=3028, train_loss: 0.001, train_l2: 0.594, test_l2: 0.488
epoch=3029, train_loss: 0.000, train_l2: 0.476, test_l2: 0.391
epoch=3030, train_loss: 0.001, train_l2: 0.556, test_l2: 0.464
epoch=3031, train_loss: 0.001, train_l2: 0.551, test_l2: 0.412
epoch=3032, train_loss: 0.000, train_l2: 0.382, test_l2: 0.431
epoch=3033, train_loss: 0.001, train_l2: 0.586, test_l2: 0.377
epoch=3034, train_loss: 0.000, train_l2: 0.470, test_l2: 0.336
epoch=3035, train_loss: 0.000, train_l2: 0.330, test_l2: 0.425
epoch=3036, train_loss: 0.000, train_l2: 0.344, test_l2: 0.410
epoch=3037, train_loss: 0.001, train_l2: 0.506, test_l2: 0.584
epoch=3038, train_loss: 0.001, train_l2: 0.650, test_l2: 0.705
epoch=3039, train_loss: 0.002, train_l2: 0.833, test_l2: 0.739
epoch=3040, train_loss: 0.001, train_l2: 0.620, test_l2: 0.546
epoch=3041, train_loss: 0.000, train_l2: 0.410, test_l2: 0.432
epoch=3042, train_loss: 0.000, train_l2: 0.504, test_l2: 0.418
epoch=3043, train_loss: 0.000, train_l2: 0.482, test_l2: 0.475
epoch=3044, train_loss: 0.000, train_l2: 0.346, test_l2: 0.389
epoch=3045, train_loss: 0.000, train_l2: 0.373, test_l2: 0.373
epoch=3046, train_loss: 0.001, train_l2: 0.722, test_l2: 0.438
epoch=3047, train_loss: 0.000, train_l2: 0.349, test_l2: 0.499
epoch=3048, train_loss: 0.000, train_l2: 0.350, test_l2: 0.391
epoch=3049, train_loss: 0.000, train_l2: 0.483, test_l2: 0.485
epoch=3050, train_loss: 0.001, train_l2: 0.506, test_l2: 0.612
epoch=3051, train_loss: 0.000, train_l2: 0.400, test_l2: 0.409
epoch=3052, train_loss: 0.000, train_l2: 0.449, test_l2: 0.382
epoch=3053, train_loss: 0.001, train_l2: 0.470, test_l2: 0.533
epoch=3054, train_loss: 0.000, train_l2: 0.442, test_l2: 0.452
epoch=3055, train_loss: 0.000, train_l2: 0.393, test_l2: 0.353
epoch=3056, train_loss: 0.000, train_l2: 0.370, test_l2: 0.280
epoch=3057, train_loss: 0.000, train_l2: 0.339, test_l2: 0.375
epoch=3058, train_loss: 0.000, train_l2: 0.390, test_l2: 0.468
epoch=3059, train_loss: 0.001, train_l2: 0.594, test_l2: 0.667
epoch=3060, train_loss: 0.002, train_l2: 0.786, test_l2: 0.641
epoch=3061, train_loss: 0.001, train_l2: 0.765, test_l2: 0.806
epoch=3062, train_loss: 0.000, train_l2: 0.334, test_l2: 0.359
epoch=3063, train_loss: 0.000, train_l2: 0.539, test_l2: 0.531
epoch=3064, train_loss: 0.001, train_l2: 0.775, test_l2: 0.631
epoch=3065, train_loss: 0.001, train_l2: 0.572, test_l2: 0.411
epoch=3066, train_loss: 0.001, train_l2: 0.866, test_l2: 0.582
epoch=3067, train_loss: 0.001, train_l2: 0.507, test_l2: 0.583
epoch=3068, train_loss: 0.000, train_l2: 0.305, test_l2: 0.414
epoch=3069, train_loss: 0.000, train_l2: 0.313, test_l2: 0.356
epoch=3070, train_loss: 0.000, train_l2: 0.309, test_l2: 0.339
epoch=3071, train_loss: 0.000, train_l2: 0.333, test_l2: 0.288
epoch=3072, train_loss: 0.000, train_l2: 0.343, test_l2: 0.372
epoch=3073, train_loss: 0.000, train_l2: 0.466, test_l2: 0.410
epoch=3074, train_loss: 0.001, train_l2: 0.542, test_l2: 0.496
epoch=3075, train_loss: 0.001, train_l2: 0.506, test_l2: 0.549
epoch=3076, train_loss: 0.000, train_l2: 0.365, test_l2: 0.438
epoch=3077, train_loss: 0.000, train_l2: 0.431, test_l2: 0.386
epoch=3078, train_loss: 0.000, train_l2: 0.351, test_l2: 0.373
epoch=3079, train_loss: 0.000, train_l2: 0.452, test_l2: 0.395
epoch=3080, train_loss: 0.001, train_l2: 0.684, test_l2: 0.531
epoch=3081, train_loss: 0.001, train_l2: 0.544, test_l2: 0.561
epoch=3082, train_loss: 0.001, train_l2: 0.527, test_l2: 0.547
epoch=3083, train_loss: 0.000, train_l2: 0.390, test_l2: 0.414
epoch=3084, train_loss: 0.000, train_l2: 0.319, test_l2: 0.432
epoch=3085, train_loss: 0.001, train_l2: 0.508, test_l2: 0.346
epoch=3086, train_loss: 0.000, train_l2: 0.539, test_l2: 0.414
epoch=3087, train_loss: 0.001, train_l2: 0.532, test_l2: 0.400
epoch=3088, train_loss: 0.001, train_l2: 0.533, test_l2: 0.439
epoch=3089, train_loss: 0.001, train_l2: 0.594, test_l2: 0.524
epoch=3090, train_loss: 0.001, train_l2: 0.515, test_l2: 0.620
epoch=3091, train_loss: 0.001, train_l2: 0.709, test_l2: 0.649
epoch=3092, train_loss: 0.000, train_l2: 0.456, test_l2: 0.587
epoch=3093, train_loss: 0.000, train_l2: 0.339, test_l2: 0.420
epoch=3094, train_loss: 0.001, train_l2: 0.485, test_l2: 0.465
epoch=3095, train_loss: 0.000, train_l2: 0.323, test_l2: 0.416
epoch=3096, train_loss: 0.000, train_l2: 0.419, test_l2: 0.426
epoch=3097, train_loss: 0.000, train_l2: 0.510, test_l2: 0.453
epoch=3098, train_loss: 0.000, train_l2: 0.430, test_l2: 0.470
epoch=3099, train_loss: 0.000, train_l2: 0.267, test_l2: 0.354
epoch=3100, train_loss: 0.000, train_l2: 0.215, test_l2: 0.303
epoch=3101, train_loss: 0.000, train_l2: 0.329, test_l2: 0.443
epoch=3102, train_loss: 0.001, train_l2: 0.820, test_l2: 0.511
epoch=3103, train_loss: 0.001, train_l2: 0.774, test_l2: 0.691
epoch=3104, train_loss: 0.001, train_l2: 0.519, test_l2: 0.614
epoch=3105, train_loss: 0.000, train_l2: 0.471, test_l2: 0.517
epoch=3106, train_loss: 0.000, train_l2: 0.422, test_l2: 0.434
epoch=3107, train_loss: 0.000, train_l2: 0.324, test_l2: 0.469
epoch=3108, train_loss: 0.000, train_l2: 0.393, test_l2: 0.392
epoch=3109, train_loss: 0.000, train_l2: 0.325, test_l2: 0.401
epoch=3110, train_loss: 0.000, train_l2: 0.351, test_l2: 0.416
epoch=3111, train_loss: 0.000, train_l2: 0.462, test_l2: 0.462
epoch=3112, train_loss: 0.001, train_l2: 0.608, test_l2: 0.413
epoch=3113, train_loss: 0.000, train_l2: 0.273, test_l2: 0.390
epoch=3114, train_loss: 0.000, train_l2: 0.464, test_l2: 0.440
epoch=3115, train_loss: 0.000, train_l2: 0.447, test_l2: 0.472
epoch=3116, train_loss: 0.000, train_l2: 0.412, test_l2: 0.439
epoch=3117, train_loss: 0.000, train_l2: 0.456, test_l2: 0.544
epoch=3118, train_loss: 0.001, train_l2: 0.830, test_l2: 0.690
epoch=3119, train_loss: 0.001, train_l2: 0.651, test_l2: 0.415
epoch=3120, train_loss: 0.001, train_l2: 0.846, test_l2: 0.438
epoch=3121, train_loss: 0.001, train_l2: 0.645, test_l2: 0.403
epoch=3122, train_loss: 0.001, train_l2: 0.573, test_l2: 0.345
epoch=3123, train_loss: 0.001, train_l2: 0.583, test_l2: 0.351
epoch=3124, train_loss: 0.000, train_l2: 0.443, test_l2: 0.336
epoch=3125, train_loss: 0.001, train_l2: 0.585, test_l2: 0.421
epoch=3126, train_loss: 0.000, train_l2: 0.469, test_l2: 0.468
epoch=3127, train_loss: 0.001, train_l2: 0.673, test_l2: 0.605
epoch=3128, train_loss: 0.001, train_l2: 0.514, test_l2: 0.565
epoch=3129, train_loss: 0.001, train_l2: 0.618, test_l2: 0.522
epoch=3130, train_loss: 0.000, train_l2: 0.487, test_l2: 0.375
epoch=3131, train_loss: 0.000, train_l2: 0.341, test_l2: 0.305
epoch=3132, train_loss: 0.001, train_l2: 0.555, test_l2: 0.331
epoch=3133, train_loss: 0.000, train_l2: 0.329, test_l2: 0.405
epoch=3134, train_loss: 0.001, train_l2: 0.661, test_l2: 0.557
epoch=3135, train_loss: 0.001, train_l2: 0.628, test_l2: 0.634
epoch=3136, train_loss: 0.001, train_l2: 0.709, test_l2: 0.610
epoch=3137, train_loss: 0.000, train_l2: 0.407, test_l2: 0.476
epoch=3138, train_loss: 0.000, train_l2: 0.364, test_l2: 0.327
epoch=3139, train_loss: 0.000, train_l2: 0.329, test_l2: 0.296
epoch=3140, train_loss: 0.000, train_l2: 0.275, test_l2: 0.307
epoch=3141, train_loss: 0.000, train_l2: 0.369, test_l2: 0.402
epoch=3142, train_loss: 0.000, train_l2: 0.308, test_l2: 0.406
epoch=3143, train_loss: 0.002, train_l2: 0.780, test_l2: 0.618
epoch=3144, train_loss: 0.001, train_l2: 0.667, test_l2: 0.781
epoch=3145, train_loss: 0.001, train_l2: 0.761, test_l2: 0.750
epoch=3146, train_loss: 0.001, train_l2: 0.616, test_l2: 0.427
epoch=3147, train_loss: 0.000, train_l2: 0.314, test_l2: 0.330
epoch=3148, train_loss: 0.000, train_l2: 0.352, test_l2: 0.382
epoch=3149, train_loss: 0.000, train_l2: 0.308, test_l2: 0.298
epoch=3150, train_loss: 0.000, train_l2: 0.388, test_l2: 0.292
epoch=3151, train_loss: 0.000, train_l2: 0.233, test_l2: 0.280
epoch=3152, train_loss: 0.000, train_l2: 0.380, test_l2: 0.297
epoch=3153, train_loss: 0.001, train_l2: 0.570, test_l2: 0.441
epoch=3154, train_loss: 0.002, train_l2: 0.857, test_l2: 0.571
epoch=3155, train_loss: 0.001, train_l2: 0.701, test_l2: 0.614
epoch=3156, train_loss: 0.002, train_l2: 0.806, test_l2: 0.778
epoch=3157, train_loss: 0.001, train_l2: 0.646, test_l2: 0.716
epoch=3158, train_loss: 0.001, train_l2: 0.574, test_l2: 0.575
epoch=3159, train_loss: 0.000, train_l2: 0.351, test_l2: 0.520
epoch=3160, train_loss: 0.000, train_l2: 0.367, test_l2: 0.345
epoch=3161, train_loss: 0.000, train_l2: 0.287, test_l2: 0.328
epoch=3162, train_loss: 0.000, train_l2: 0.314, test_l2: 0.399
epoch=3163, train_loss: 0.000, train_l2: 0.352, test_l2: 0.436
epoch=3164, train_loss: 0.000, train_l2: 0.425, test_l2: 0.451
epoch=3165, train_loss: 0.001, train_l2: 0.496, test_l2: 0.488
epoch=3166, train_loss: 0.001, train_l2: 0.490, test_l2: 0.478
epoch=3167, train_loss: 0.001, train_l2: 0.576, test_l2: 0.458
epoch=3168, train_loss: 0.001, train_l2: 0.500, test_l2: 0.458
epoch=3169, train_loss: 0.001, train_l2: 0.627, test_l2: 0.492
epoch=3170, train_loss: 0.001, train_l2: 0.456, test_l2: 0.640
epoch=3171, train_loss: 0.002, train_l2: 0.980, test_l2: 0.894
epoch=3172, train_loss: 0.001, train_l2: 0.721, test_l2: 0.636
epoch=3173, train_loss: 0.001, train_l2: 0.845, test_l2: 0.828
epoch=3174, train_loss: 0.001, train_l2: 0.631, test_l2: 0.770
epoch=3175, train_loss: 0.000, train_l2: 0.375, test_l2: 0.374
epoch=3176, train_loss: 0.000, train_l2: 0.477, test_l2: 0.428
epoch=3177, train_loss: 0.000, train_l2: 0.309, test_l2: 0.323
epoch=3178, train_loss: 0.000, train_l2: 0.317, test_l2: 0.351
epoch=3179, train_loss: 0.000, train_l2: 0.278, test_l2: 0.287
epoch=3180, train_loss: 0.000, train_l2: 0.480, test_l2: 0.327
epoch=3181, train_loss: 0.001, train_l2: 0.565, test_l2: 0.325
epoch=3182, train_loss: 0.000, train_l2: 0.281, test_l2: 0.448
epoch=3183, train_loss: 0.000, train_l2: 0.520, test_l2: 0.538
epoch=3184, train_loss: 0.000, train_l2: 0.363, test_l2: 0.336
epoch=3185, train_loss: 0.001, train_l2: 0.604, test_l2: 0.484
epoch=3186, train_loss: 0.001, train_l2: 0.510, test_l2: 0.515
epoch=3187, train_loss: 0.000, train_l2: 0.401, test_l2: 0.378
epoch=3188, train_loss: 0.000, train_l2: 0.403, test_l2: 0.401
epoch=3189, train_loss: 0.000, train_l2: 0.459, test_l2: 0.462
epoch=3190, train_loss: 0.000, train_l2: 0.464, test_l2: 0.476
epoch=3191, train_loss: 0.001, train_l2: 0.493, test_l2: 0.510
epoch=3192, train_loss: 0.001, train_l2: 0.543, test_l2: 0.567
epoch=3193, train_loss: 0.001, train_l2: 0.504, test_l2: 0.535
epoch=3194, train_loss: 0.001, train_l2: 0.541, test_l2: 0.454
epoch=3195, train_loss: 0.001, train_l2: 0.500, test_l2: 0.455
epoch=3196, train_loss: 0.000, train_l2: 0.468, test_l2: 0.419
epoch=3197, train_loss: 0.000, train_l2: 0.397, test_l2: 0.450
epoch=3198, train_loss: 0.000, train_l2: 0.461, test_l2: 0.434
epoch=3199, train_loss: 0.000, train_l2: 0.403, test_l2: 0.457
epoch=3200, train_loss: 0.001, train_l2: 0.564, test_l2: 0.566
epoch=3201, train_loss: 0.001, train_l2: 0.544, test_l2: 0.570
epoch=3202, train_loss: 0.000, train_l2: 0.499, test_l2: 0.442
epoch=3203, train_loss: 0.001, train_l2: 0.693, test_l2: 0.684
epoch=3204, train_loss: 0.001, train_l2: 0.710, test_l2: 0.799
epoch=3205, train_loss: 0.001, train_l2: 0.695, test_l2: 0.561
epoch=3206, train_loss: 0.000, train_l2: 0.360, test_l2: 0.359
epoch=3207, train_loss: 0.000, train_l2: 0.288, test_l2: 0.304
epoch=3208, train_loss: 0.000, train_l2: 0.317, test_l2: 0.277
epoch=3209, train_loss: 0.000, train_l2: 0.252, test_l2: 0.301
epoch=3210, train_loss: 0.000, train_l2: 0.334, test_l2: 0.353
epoch=3211, train_loss: 0.000, train_l2: 0.286, test_l2: 0.317
epoch=3212, train_loss: 0.000, train_l2: 0.350, test_l2: 0.365
epoch=3213, train_loss: 0.000, train_l2: 0.361, test_l2: 0.439
epoch=3214, train_loss: 0.001, train_l2: 0.447, test_l2: 0.542
epoch=3215, train_loss: 0.000, train_l2: 0.375, test_l2: 0.550
epoch=3216, train_loss: 0.001, train_l2: 0.819, test_l2: 0.791
epoch=3217, train_loss: 0.001, train_l2: 0.527, test_l2: 0.563
epoch=3218, train_loss: 0.001, train_l2: 0.771, test_l2: 0.670
epoch=3219, train_loss: 0.001, train_l2: 0.649, test_l2: 0.628
epoch=3220, train_loss: 0.000, train_l2: 0.394, test_l2: 0.426
epoch=3221, train_loss: 0.000, train_l2: 0.407, test_l2: 0.375
epoch=3222, train_loss: 0.000, train_l2: 0.306, test_l2: 0.356
epoch=3223, train_loss: 0.000, train_l2: 0.353, test_l2: 0.341
epoch=3224, train_loss: 0.000, train_l2: 0.244, test_l2: 0.302
epoch=3225, train_loss: 0.000, train_l2: 0.448, test_l2: 0.337
epoch=3226, train_loss: 0.001, train_l2: 0.771, test_l2: 0.411
epoch=3227, train_loss: 0.001, train_l2: 0.621, test_l2: 0.589
epoch=3228, train_loss: 0.001, train_l2: 0.562, test_l2: 0.595
epoch=3229, train_loss: 0.001, train_l2: 0.599, test_l2: 0.633
epoch=3230, train_loss: 0.000, train_l2: 0.458, test_l2: 0.626
epoch=3231, train_loss: 0.001, train_l2: 0.545, test_l2: 0.424
epoch=3232, train_loss: 0.001, train_l2: 0.559, test_l2: 0.507
epoch=3233, train_loss: 0.001, train_l2: 0.566, test_l2: 0.356
epoch=3234, train_loss: 0.000, train_l2: 0.410, test_l2: 0.421
epoch=3235, train_loss: 0.001, train_l2: 0.556, test_l2: 0.412
epoch=3236, train_loss: 0.000, train_l2: 0.328, test_l2: 0.345
epoch=3237, train_loss: 0.001, train_l2: 0.513, test_l2: 0.482
epoch=3238, train_loss: 0.000, train_l2: 0.458, test_l2: 0.396
epoch=3239, train_loss: 0.000, train_l2: 0.454, test_l2: 0.418
epoch=3240, train_loss: 0.000, train_l2: 0.335, test_l2: 0.391
epoch=3241, train_loss: 0.000, train_l2: 0.348, test_l2: 0.404
epoch=3242, train_loss: 0.000, train_l2: 0.250, test_l2: 0.314
epoch=3243, train_loss: 0.000, train_l2: 0.448, test_l2: 0.275
epoch=3244, train_loss: 0.000, train_l2: 0.298, test_l2: 0.344
epoch=3245, train_loss: 0.000, train_l2: 0.241, test_l2: 0.322
epoch=3246, train_loss: 0.000, train_l2: 0.267, test_l2: 0.307
epoch=3247, train_loss: 0.001, train_l2: 0.581, test_l2: 0.878
epoch=3248, train_loss: 0.000, train_l2: 0.409, test_l2: 0.438
epoch=3249, train_loss: 0.001, train_l2: 0.574, test_l2: 0.606
epoch=3250, train_loss: 0.000, train_l2: 0.260, test_l2: 0.551
epoch=3251, train_loss: 0.000, train_l2: 0.451, test_l2: 0.610
epoch=3252, train_loss: 0.001, train_l2: 0.797, test_l2: 0.680
epoch=3253, train_loss: 0.001, train_l2: 0.870, test_l2: 0.528
epoch=3254, train_loss: 0.001, train_l2: 0.527, test_l2: 0.549
epoch=3255, train_loss: 0.000, train_l2: 0.479, test_l2: 0.527
epoch=3256, train_loss: 0.001, train_l2: 0.592, test_l2: 0.622
epoch=3257, train_loss: 0.000, train_l2: 0.443, test_l2: 0.424
epoch=3258, train_loss: 0.000, train_l2: 0.405, test_l2: 0.322
epoch=3259, train_loss: 0.001, train_l2: 0.502, test_l2: 0.398
epoch=3260, train_loss: 0.000, train_l2: 0.352, test_l2: 0.340
epoch=3261, train_loss: 0.000, train_l2: 0.306, test_l2: 0.337
epoch=3262, train_loss: 0.000, train_l2: 0.292, test_l2: 0.365
epoch=3263, train_loss: 0.000, train_l2: 0.359, test_l2: 0.355
epoch=3264, train_loss: 0.001, train_l2: 0.618, test_l2: 0.554
epoch=3265, train_loss: 0.001, train_l2: 0.586, test_l2: 0.601
epoch=3266, train_loss: 0.001, train_l2: 0.558, test_l2: 0.596
epoch=3267, train_loss: 0.001, train_l2: 0.464, test_l2: 0.589
epoch=3268, train_loss: 0.000, train_l2: 0.371, test_l2: 0.443
epoch=3269, train_loss: 0.000, train_l2: 0.296, test_l2: 0.333
epoch=3270, train_loss: 0.000, train_l2: 0.274, test_l2: 0.366
epoch=3271, train_loss: 0.000, train_l2: 0.266, test_l2: 0.293
epoch=3272, train_loss: 0.000, train_l2: 0.317, test_l2: 0.288
epoch=3273, train_loss: 0.000, train_l2: 0.459, test_l2: 0.501
epoch=3274, train_loss: 0.001, train_l2: 0.760, test_l2: 0.644
epoch=3275, train_loss: 0.002, train_l2: 0.756, test_l2: 0.772
epoch=3276, train_loss: 0.001, train_l2: 0.674, test_l2: 0.640
epoch=3277, train_loss: 0.000, train_l2: 0.407, test_l2: 0.556
epoch=3278, train_loss: 0.000, train_l2: 0.499, test_l2: 0.413
epoch=3279, train_loss: 0.000, train_l2: 0.291, test_l2: 0.370
epoch=3280, train_loss: 0.000, train_l2: 0.258, test_l2: 0.309
epoch=3281, train_loss: 0.000, train_l2: 0.289, test_l2: 0.328
epoch=3282, train_loss: 0.000, train_l2: 0.514, test_l2: 0.451
epoch=3283, train_loss: 0.000, train_l2: 0.335, test_l2: 0.303
epoch=3284, train_loss: 0.001, train_l2: 0.515, test_l2: 0.678
epoch=3285, train_loss: 0.002, train_l2: 0.917, test_l2: 0.709
epoch=3286, train_loss: 0.001, train_l2: 0.624, test_l2: 0.574
epoch=3287, train_loss: 0.001, train_l2: 0.493, test_l2: 0.535
epoch=3288, train_loss: 0.001, train_l2: 0.593, test_l2: 0.549
epoch=3289, train_loss: 0.000, train_l2: 0.465, test_l2: 0.571
epoch=3290, train_loss: 0.001, train_l2: 0.575, test_l2: 0.416
epoch=3291, train_loss: 0.000, train_l2: 0.279, test_l2: 0.336
epoch=3292, train_loss: 0.000, train_l2: 0.428, test_l2: 0.332
epoch=3293, train_loss: 0.000, train_l2: 0.254, test_l2: 0.283
epoch=3294, train_loss: 0.000, train_l2: 0.471, test_l2: 0.340
epoch=3295, train_loss: 0.001, train_l2: 0.561, test_l2: 0.391
epoch=3296, train_loss: 0.000, train_l2: 0.455, test_l2: 0.408
epoch=3297, train_loss: 0.000, train_l2: 0.317, test_l2: 0.485
epoch=3298, train_loss: 0.001, train_l2: 0.544, test_l2: 0.557
epoch=3299, train_loss: 0.001, train_l2: 0.694, test_l2: 0.601
epoch=3300, train_loss: 0.002, train_l2: 0.838, test_l2: 0.789
epoch=3301, train_loss: 0.001, train_l2: 0.640, test_l2: 0.610
epoch=3302, train_loss: 0.000, train_l2: 0.464, test_l2: 0.528
epoch=3303, train_loss: 0.000, train_l2: 0.440, test_l2: 0.482
epoch=3304, train_loss: 0.000, train_l2: 0.296, test_l2: 0.329
epoch=3305, train_loss: 0.000, train_l2: 0.292, test_l2: 0.345
epoch=3306, train_loss: 0.000, train_l2: 0.332, test_l2: 0.350
epoch=3307, train_loss: 0.000, train_l2: 0.236, test_l2: 0.317
epoch=3308, train_loss: 0.000, train_l2: 0.284, test_l2: 0.354
epoch=3309, train_loss: 0.000, train_l2: 0.350, test_l2: 0.408
epoch=3310, train_loss: 0.001, train_l2: 0.498, test_l2: 0.446
epoch=3311, train_loss: 0.001, train_l2: 0.685, test_l2: 0.695
epoch=3312, train_loss: 0.002, train_l2: 0.822, test_l2: 0.764
epoch=3313, train_loss: 0.001, train_l2: 0.511, test_l2: 0.554
epoch=3314, train_loss: 0.001, train_l2: 0.519, test_l2: 0.489
epoch=3315, train_loss: 0.000, train_l2: 0.306, test_l2: 0.389
epoch=3316, train_loss: 0.000, train_l2: 0.310, test_l2: 0.343
epoch=3317, train_loss: 0.000, train_l2: 0.255, test_l2: 0.268
epoch=3318, train_loss: 0.000, train_l2: 0.243, test_l2: 0.325
epoch=3319, train_loss: 0.000, train_l2: 0.325, test_l2: 0.320
epoch=3320, train_loss: 0.000, train_l2: 0.371, test_l2: 0.342
epoch=3321, train_loss: 0.000, train_l2: 0.216, test_l2: 0.294
epoch=3322, train_loss: 0.000, train_l2: 0.474, test_l2: 0.444
epoch=3323, train_loss: 0.001, train_l2: 0.722, test_l2: 0.716
epoch=3324, train_loss: 0.001, train_l2: 0.769, test_l2: 0.658
epoch=3325, train_loss: 0.001, train_l2: 0.527, test_l2: 0.585
epoch=3326, train_loss: 0.000, train_l2: 0.524, test_l2: 0.561
epoch=3327, train_loss: 0.000, train_l2: 0.392, test_l2: 0.409
epoch=3328, train_loss: 0.000, train_l2: 0.386, test_l2: 0.410
epoch=3329, train_loss: 0.000, train_l2: 0.397, test_l2: 0.340
epoch=3330, train_loss: 0.001, train_l2: 0.659, test_l2: 0.460
epoch=3331, train_loss: 0.001, train_l2: 0.831, test_l2: 0.398
epoch=3332, train_loss: 0.000, train_l2: 0.424, test_l2: 0.515
epoch=3333, train_loss: 0.001, train_l2: 0.632, test_l2: 0.614
epoch=3334, train_loss: 0.000, train_l2: 0.352, test_l2: 0.414
epoch=3335, train_loss: 0.000, train_l2: 0.303, test_l2: 0.349
epoch=3336, train_loss: 0.000, train_l2: 0.281, test_l2: 0.371
epoch=3337, train_loss: 0.000, train_l2: 0.236, test_l2: 0.296
epoch=3338, train_loss: 0.000, train_l2: 0.272, test_l2: 0.314
epoch=3339, train_loss: 0.000, train_l2: 0.403, test_l2: 0.335
